File ID,Table ID,Sequence Number,Line Number,Start Position,Total Number of Cells in Table,Total Number of Cells in Sequence,Table Title,Subject Area
ACSSF,C07401,1,25,0,,0,25 to 34 years,
ACSSF,C07401,1,26,0,,0,35 to 44 years,
ACSSF,C07401,1,27,0,,0,45 to 54 years,
ACSSF,C07401,1,28,0,,0,55 to 64 years,
ACSSF,C07401,1,29,0,,0,65 to 74 years,
ACSSF,C07401,1,30,0,,0,75 years and over,
ACSSF,C07401,1,31,0,,0,Moved to different county within same state:,
ACSSF,C07401,1,32,0,,0,1 to 4 years,
ACSSF,C07401,1,33,0,,0,5 to 17 years,
ACSSF,C07401,1,34,0,,0,18 to 24 years,
ACSSF,C07401,1,35,0,,0,25 to 34 years,
ACSSF,C07401,1,36,0,,0,35 to 44 years,
ACSSF,C07401,1,37,0,,0,45 to 54 years,
ACSSF,C07401,1,38,0,,0,55 to 64 years,
ACSSF,C07401,1,39,0,,0,65 to 74 years,
ACSSF,C07401,1,40,0,,0,75 years and over,
ACSSF,C07401,1,41,0,,0,Moved to different state:,
ACSSF,C07401,1,42,0,,0,1 to 4 years,
ACSSF,C07401,1,43,0,,0,5 to 17 years,
ACSSF,C07401,1,44,0,,0,18 to 24 years,
ACSSF,C07401,1,45,0,,0,25 to 34 years,
ACSSF,C07401,1,46,0,,0,35 to 44 years,
ACSSF,C07401,1,47,0,,0,45 to 54 years,
ACSSF,C07401,1,48,0,,0,55 to 64 years,
ACSSF,C07401,1,49,0,,0,65 to 74 years,
ACSSF,C07401,1,50,0,,0,75 years and over,
ACSSF,B07408,2,0,7,30 CELLS,0,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY MARITAL STATUS FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES,Residence Last Year - Migration
ACSSF,B07408,2,0,0,,0,Universe:  Population 15 years and over in the United States,
ACSSF,B07408,2,1,0,,0,Total living in area 1 year ago:,
ACSSF,B07408,2,2,0,,0,Never married,
ACSSF,B07408,2,3,0,,0,"Now married, except separated",
ACSSF,B07408,2,4,0,,0,Divorced,
ACSSF,B07408,2,5,0,,0,Separated,
ACSSF,B07408,2,6,0,,0,Widowed,
ACSSF,B07408,2,7,0,,0,Same house:,
ACSSF,B07408,2,8,0,,0,Never married,
ACSSF,B07408,2,9,0,,0,"Now married, except separated",
ACSSF,B07408,2,10,0,,0,Divorced,
ACSSF,B07408,2,11,0,,0,Separated,
ACSSF,B07408,2,12,0,,0,Widowed,
ACSSF,B07408,2,13,0,,0,Moved within same county:,
ACSSF,B07408,2,14,0,,0,Never married,
ACSSF,B07408,2,15,0,,0,"Now married, except separated",
ACSSF,B07408,2,16,0,,0,Divorced,
ACSSF,B07408,2,17,0,,0,Separated,
ACSSF,B07408,2,18,0,,0,Widowed,
ACSSF,B07408,2,19,0,,0,Moved to different county within same state:,
ACSSF,B07408,2,20,0,,0,Never married,
ACSSF,B07408,2,21,0,,0,"Now married, except separated",
ACSSF,B07408,2,22,0,,0,Divorced,
ACSSF,B07408,2,23,0,,0,Separated,
ACSSF,B07408,2,24,0,,0,Widowed,
ACSSF,B07408,2,25,0,,0,Moved to different state:,
ACSSF,B07408,2,26,0,,0,Never married,
ACSSF,B07408,2,27,0,,0,"Now married, except separated",
ACSSF,B07408,2,28,0,,0,Divorced,
ACSSF,B07408,2,29,0,,0,Separated,
ACSSF,B07408,2,30,0,,0,Widowed,
ACSSF,B07409,2,0,37,30 CELLS,0,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY EDUCATIONAL ATTAINMENT FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES,Residence Last Year - Migration
ACSSF,B07409,2,0,0,,0,Universe:  Population 25 years and over in the United States,
ACSSF,B07409,2,1,0,,0,Total living in area 1 year ago:,
ACSSF,B07409,2,2,0,,0,Less than high school graduate,
ACSSF,B07409,2,3,0,,0,High school graduate (includes equivalency),
ACSSF,B07409,2,4,0,,0,Some college or associate's degree,
ACSSF,B07409,2,5,0,,0,Bachelor's degree,
ACSSF,B07409,2,6,0,,0,Graduate or professional degree,
ACSSF,B07409,2,7,0,,0,Same house:,
ACSSF,B07409,2,8,0,,0,Less than high school graduate,
ACSSF,B07409,2,9,0,,0,High school graduate (includes equivalency),
ACSSF,B07409,2,10,0,,0,Some college or associate's degree,
ACSSF,B07409,2,11,0,,0,Bachelor's degree,
ACSSF,B07409,2,12,0,,0,Graduate or professional degree,
ACSSF,B07409,2,13,0,,0,Moved within same county:,
ACSSF,B07409,2,14,0,,0,Less than high school graduate,
ACSSF,B07409,2,15,0,,0,High school graduate (includes equivalency),
ACSSF,B07409,2,16,0,,0,Some college or associate's degree,
ACSSF,B07409,2,17,0,,0,Bachelor's degree,
ACSSF,B07409,2,18,0,,0,Graduate or professional degree,
ACSSF,B07409,2,19,0,,0,Moved to different county within same state:,
ACSSF,B07409,2,20,0,,0,Less than high school graduate,
ACSSF,B07409,2,21,0,,0,High school graduate (includes equivalency),
ACSSF,B07409,2,22,0,,0,Some college or associate's degree,
ACSSF,B07409,2,23,0,,0,Bachelor's degree,
ACSSF,B07409,2,24,0,,0,Graduate or professional degree,
ACSSF,B07409,2,25,0,,0,Moved to different state:,
ACSSF,B07409,2,26,0,,0,Less than high school graduate,
ACSSF,B07409,2,27,0,,0,High school graduate (includes equivalency),
ACSSF,B07409,2,28,0,,0,Some college or associate's degree,
ACSSF,B07409,2,29,0,,0,Bachelor's degree,
ACSSF,B07409,2,30,0,,0,Graduate or professional degree,
ACSSF,B07410,2,0,67,55 CELLS,0,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY INDIVIDUAL INCOME IN THE PAST 12 MONTHS (IN 2007 INFLATION-ADJUSTED DOLLARS) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES,Residence Last Year - Migration
ACSSF,B07410,2,0,0,,0,Universe:  Population 15 years and over in the United States,
ACSSF,B07410,2,1,0,,0,Total living in area 1 year ago:,
ACSSF,B07410,2,2,0,,0,No income,
ACSSF,B07410,2,3,0,,0,With income:,
ACSSF,B07410,2,4,0,,0,"$1 to $9,999 or loss",
ACSSF,B07410,2,5,0,,0,"$10,000 to $14,999",
ACSSF,B07410,2,6,0,,0,"$15,000 to $24,999",
ACSSF,B07410,2,7,0,,0,"$25,000 to $34,999",
ACSSF,B07410,2,8,0,,0,"$35,000 to $49,999",
ACSSF,B07410,2,9,0,,0,"$50,000 to $64,999",
ACSSF,B07410,2,10,0,,0,"$65,000 to $74,999",
ACSSF,B07410,2,11,0,,0,"$75,000 or more",
ACSSF,B07410,2,12,0,,0,Same house:,
ACSSF,B07410,2,13,0,,0,No income,
ACSSF,B07410,2,14,0,,0,With income:,
ACSSF,B07410,2,15,0,,0,"$1 to $9,999 or loss",
ACSSF,B07410,2,16,0,,0,"$10,000 to $14,999",
ACSSF,B07410,2,17,0,,0,"$15,000 to $24,999",
ACSSF,B07410,2,18,0,,0,"$25,000 to $34,999",
ACSSF,B07410,2,19,0,,0,"$35,000 to $49,999",
ACSSF,B07410,2,20,0,,0,"$50,000 to $64,999",
ACSSF,B07410,2,21,0,,0,"$65,000 to $74,999",
ACSSF,B07410,2,22,0,,0,"$75,000 or more",
ACSSF,B07410,2,23,0,,0,Moved within same county:,
ACSSF,B07410,2,24,0,,0,No income,
ACSSF,B07410,2,25,0,,0,With income:,
ACSSF,B07410,2,26,0,,0,"$1 to $9,999 or loss",
ACSSF,B07410,2,27,0,,0,"$10,000 to $14,999",
ACSSF,B07410,2,28,0,,0,"$15,000 to $24,999",
ACSSF,B07410,2,29,0,,0,"$25,000 to $34,999",
ACSSF,B07410,2,30,0,,0,"$35,000 to $49,999",
ACSSF,B07410,2,31,0,,0,"$50,000 to $64,999",
ACSSF,B07410,2,32,0,,0,"$65,000 to $74,999",
ACSSF,B07410,2,33,0,,0,"$75,000 or more",
ACSSF,B07410,2,34,0,,0,Moved to different county within same state:,
ACSSF,B07410,2,35,0,,0,No income,
ACSSF,B07410,2,36,0,,0,With income:,
ACSSF,B07410,2,37,0,,0,"$1 to $9,999 or loss",
ACSSF,B07410,2,38,0,,0,"$10,000 to $14,999",
ACSSF,B07410,2,39,0,,0,"$15,000 to $24,999",
ACSSF,B07410,2,40,0,,0,"$25,000 to $34,999",
ACSSF,B07410,2,41,0,,0,"$35,000 to $49,999",
ACSSF,B07410,2,42,0,,0,"$50,000 to $64,999",
ACSSF,B07410,2,43,0,,0,"$65,000 to $74,999",
ACSSF,B07410,2,44,0,,0,"$75,000 or more",
ACSSF,B07410,2,45,0,,0,Moved to different state:,
ACSSF,B07410,2,46,0,,0,No income,
ACSSF,B07410,2,47,0,,0,With income:,
ACSSF,B07410,2,48,0,,0,"$1 to $9,999 or loss",
ACSSF,B07410,2,49,0,,0,"$10,000 to $14,999",
ACSSF,B07410,2,50,0,,0,"$15,000 to $24,999",
ACSSF,B07410,2,51,0,,0,"$25,000 to $34,999",
ACSSF,B07410,2,52,0,,0,"$35,000 to $49,999",
ACSSF,B07410,2,53,0,,0,"$50,000 to $64,999",
ACSSF,B07410,2,54,0,,0,"$65,000 to $74,999",
ACSSF,B07410,2,55,0,,0,"$75,000 or more",
ACSSF,B07411,2,0,122,5 CELLS,0,MEDIAN INCOME IN THE PAST 12 MONTHS (IN 2007 INFLATION-ADJUSTED DOLLARS) BY GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES,Residence Last Year - Migration
ACSSF,B07411,2,0,0,,0,Universe:  Population 15 years and over in the United States with income,
ACSSF,B07411,2,0.7,0,,0,Median income in the past 12 months --,
ACSSF,B07411,2,1,0,,0,Total living in area 1 year ago:,
ACSSF,B07411,2,2,0,,0,Same house,
ACSSF,B07411,2,3,0,,0,Moved within same county,
ACSSF,B07411,2,4,0,,0,Moved to different county within same state,
ACSSF,B07411,2,5,0,,0,Moved to different state,
ACSSF,B07412,2,0,127,20 CELLS,0,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY POVERTY STATUS IN THE PAST 12 MONTHS FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES,Residence Last Year - Migration
ACSSF,B07412,2,0,0,,0,Universe:  Population 1 year and over in the United States for whom poverty status is determined,
ACSSF,B07412,2,1,0,,0,Total living in area 1 year ago:,
ACSSF,B07412,2,2,0,,0,Below 100 percent of the poverty level,
ACSSF,B07412,2,3,0,,0,100 to 149 percent of the poverty level,
ACSSF,B07412,2,4,0,,0,At or above 150 percent of the poverty level,
ACSSF,B07412,2,5,0,,0,Same house:,
ACSSF,B07412,2,6,0,,0,Below 100 percent of the poverty level,
ACSSF,B07412,2,7,0,,0,100 to 149 percent of the poverty level,
ACSSF,B07412,2,8,0,,0,At or above 150 percent of the poverty level,
ACSSF,B07412,2,9,0,,0,Moved within same county:,
ACSSF,B07412,2,10,0,,0,Below 100 percent of the poverty level,
ACSSF,B07412,2,11,0,,0,100 to 149 percent of the poverty level,
ACSSF,B07412,2,12,0,,0,At or above 150 percent of the poverty level,
ACSSF,B07412,2,13,0,,0,Moved to different county within same state:,
ACSSF,B07412,2,14,0,,0,Below 100 percent of the poverty level,
ACSSF,B07412,2,15,0,,0,100 to 149 percent of the poverty level,
ACSSF,B07412,2,16,0,,0,At or above 150 percent of the poverty level,
ACSSF,B07412,2,17,0,,0,Moved to different state:,
ACSSF,B07412,2,18,0,,0,Below 100 percent of the poverty level,
ACSSF,B07412,2,19,0,,0,100 to 149 percent of the poverty level,
ACSSF,B07412,2,20,0,,0,At or above 150 percent of the poverty level,
ACSSF,B07413,2,0,147,15 CELLS,0,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES,Residence Last Year - Migration
ACSSF,B07413,2,0,0,,0,Universe:  Population 1 year and over in households in the United States,
ACSSF,B07413,2,1,0,,0,Total living in area 1 year ago:,
ACSSF,B07413,2,2,0,,0,Householder lived in owner-occupied housing units,
ACSSF,B07413,2,3,0,,0,Householder lived in renter-occupied housing units,
ACSSF,B07413,2,4,0,,0,Same house:,
ACSSF,B07413,2,5,0,,0,Householder lived in owner-occupied housing units,
ACSSF,B07413,2,6,0,,0,Householder lived in renter-occupied housing units,
ACSSF,B07413,2,7,0,,0,Moved within same county:,
